Sub_Area,price_list,built_year_list,floor_list,bedroom_list,bathroom_list,area_list,distance_to_transport_list,facilities_list
เตาปูน,3050000,2014.0,12.0,1,1,30.17,200.0,6.0
อโศก,18300000,2020.0,20.0,2,2,70.0,60.0,8.0
เพชรรามา,9400000,2017.0,20.0,2,1,47.0,340.0,9.0
พร้อมพงษ์,54000000,2017.0,24.0,3,3,188.0,490.0,8.0
ทองหล่อ,92000000,2019.0,39.0,3,3,252.0,1600.0,10.0
ยานนาวา,190000000,2015.0,37.0,5,4,400.0,860.0,6.0
ราชเทวี,6390000,2010.0,8.0,1,1,48.91,130.0,7.0
คลองต้นไทร,137000000,2017.0,66.0,3,4,248.53,1020.0,6.0
พร้อมพงษ์,129000000,2009.0,40.0,2,3,376.8,780.0,4.0
พระโขนงเหนือ,4500000,2014.0,22.0,1,1,30.0,210.0,5.0
สวนหลวง,2990000,2019.0,13.0,1,1,30.0,260.0,9.0
ถนนนราธิวาสราชนครินทร์,22000000,2009.0,23.0,3,2,108.0,520.0,6.0
สีลม,148900000,2016.0,8.0,4,4,306.0,160.0,5.0
วิทยุ,109000000,2016.0,13.0,2,2,132.0,290.0,6.0
พร้อมพงษ์,9200000,2013.0,15.0,1,1,43.24,200.0,6.0
ทุ่งมหาเมฆ,107000000,2012.0,21.0,4,4,345.69,680.0,4.0
บางนาเหนือ,3700000,2011.0,14.0,1,1,35.0,190.0,10.0
พร้อมพงษ์,48550000,2017.0,19.0,3,5,205.0,530.0,10.0
สวนหลวง,2500000,2012.0,17.0,1,1,30.0,680.0,6.0
มักกะสัน,4900000,2012.0,22.0,1,1,43.0,590.0,6.0
พร้อมพงษ์,6900000,2014.0,24.0,1,1,30.0,650.0,10.0
ยานนาวา,75000000,2015.0,37.0,2,2,140.0,860.0,6.0
พร้อมพงษ์,39390000,2018.0,25.0,2,2,108.0,370.0,7.0
วิทยุ,99500000,2016.0,13.0,2,2,132.0,290.0,6.0
มักกะสัน,11000000,2013.0,33.0,1,2,81.0,260.0,10.0
สีลม,450000000,2016.0,70.0,4,4,717.17,160.0,5.0
วิทยุ,112000000,2016.0,13.0,2,2,132.59,290.0,6.0
คลองเตย,8200000,2013.0,12.0,2,2,68.5,410.0,6.0
พร้อมพงษ์,12000000,2020.0,12.0,2,2,72.24,1160.0,10.0
ดินแดง,7000000,2012.0,20.0,2,2,60.44,820.0,4.0
ทองหล่อ,22500000,2008.0,9.0,3,3,148.0,1340.0,6.0
พระราม 9,3500000,2010.0,6.0,1,1,35.0,470.0,9.0
บางจาก,3800000,2020.0,22.0,1,1,27.3,180.0,10.0
พระราม 4,3790400,2021.0,26.0,1,1,26.78,1010.0,6.0
พระโขนงใต้,6100000,2017.0,4.0,2,1,49.27,530.0,5.0
อโศก,8800000,2014.0,12.0,2,2,80.0,540.0,6.0
จอมพล,5100000,2014.0,30.0,1,1,38.0,500.0,9.0
สุขุมวิท,4000000,2020.0,6.0,1,1,33.28,750.0,10.0
เพลินจิต,9000000,2000.0,3.0,2,2,123.0,700.0,7.0
พระโขนงใต้,2500000,1998.0,7.0,1,1,72.0,760.0,5.0
ทองหล่อ,10500000,2014.0,17.0,1,1,90.0,1560.0,7.0
สวนหลวง,2390000,2014.0,1.0,1,1,34.0,1710.0,5.0
มักกะสัน,12000000,2012.0,38.0,2,2,75.5,160.0,5.0
พระราม 4,3800000,2015.0,12.0,1,1,44.0,270.0,10.0
แบริ่ง,5000000,2016.0,3.0,2,2,57.0,390.0,3.0
ทองหล่อ,5600000,2010.0,10.0,1,1,45.0,1650.0,5.0
สุขุมวิท,7200000,2009.0,4.0,1,1,55.0,410.0,10.0
จุฬา,4950000,2019.0,15.0,1,1,33.47,340.0,10.0
ทองหล่อ,4429000,2017.0,16.0,1,1,24.0,350.0,10.0
จอมพล,5770000,2013.0,23.0,2,1,57.77,350.0,7.0
ถนนนราธิวาสราชนครินทร์,5900000,2019.0,29.0,1,1,38.0,870.0,9.0
มักกะสัน,3400000,2017.0,8.0,1,1,46.9,610.0,7.0
พระโขนงเหนือ,3400000,2011.0,5.0,1,1,31.0,530.0,7.0
พระโขนงเหนือ,2600000,2013.0,17.0,1,1,30.0,870.0,10.0
สุขุมวิท,6500000,2016.0,19.0,1,1,34.0,370.0,7.0
ทองหล่อ,45000000,2020.0,22.0,3,3,116.49,90.0,10.0
พระราม 9,3500000,2016.0,18.0,1,1,22.0,380.0,10.0
พระโขนงเหนือ,3250000,2013.0,12.0,1,1,30.34,870.0,10.0
ห้วยขวาง,3888000,2016.0,6.0,1,1,32.0,140.0,6.0
เอกมัย,15500000,2011.0,23.0,2,2,88.52,260.0,6.0
จอมพล,2750000,2018.0,7.0,1,1,27.0,540.0,7.0
บางนาเหนือ,3500000,2013.0,8.0,2,1,42.0,430.0,6.0
จันทรเกษม,2900000,2013.0,8.0,2,1,48.18,1160.0,6.0
พร้อมพงษ์,3000000,2017.0,2.0,1,1,24.0,400.0,7.0
แยกบางโพ,2200000,2014.0,9.0,1,1,35.98,480.0,6.0
ห้วยขวาง,3300000,2011.0,12.0,1,1,34.87,80.0,10.0
สุขุมวิท,5300000,2015.0,15.0,1,1,35.0,250.0,7.0
ทุ่งมหาเมฆ,7020000,2014.0,2.0,2,2,72.0,910.0,2.0
อุดมสุข,3500000,2021.0,4.0,1,1,31.13,700.0,10.0
พระราม 4,4500000,2015.0,12.0,1,1,44.0,270.0,6.0
สุขุมวิท,9500000,2013.0,5.0,2,2,68.5,80.0,6.0
ยานนาวา,6800000,2015.0,15.0,1,1,45.0,330.0,10.0
รามคำแหง,3030000,2019.0,7.0,1,1,31.34,950.0,8.0
ทองหล่อ,7600000,2009.0,15.0,2,2,70.0,350.0,5.0
หลังสวน,25000000,2010.0,19.0,2,2,93.0,350.0,9.0
บางจาก,2200000,2014.0,4.0,1,1,36.0,400.0,8.0
พร้อมพงษ์,16000000,2012.0,15.0,2,2,93.0,700.0,5.0
บางจาก,3550000,2014.0,4.0,2,1,40.44,760.0,5.0
สีลม,13900000,2001.0,68.0,2,2,93.1,490.0,5.0
ดินแดง,10500000,2010.0,18.0,2,2,68.0,550.0,4.0
คลองต้นไทร,3550000,2013.0,20.0,1,1,38.0,460.0,10.0
บางกะปิ,6500000,2018.0,19.0,1,1,33.0,260.0,12.0
ถนนนราธิวาสราชนครินทร์,6800000,2019.0,33.0,2,1,44.0,870.0,9.0
สุขุมวิท,7900000,2018.0,7.0,1,1,35.0,440.0,7.0
เพลินจิต,4700000,2017.0,2.0,1,1,32.0,720.0,5.0
ลาซาล,2990000,2012.0,20.0,2,2,52.0,2190.0,8.0
บางนาเหนือ,5800000,2017.0,14.0,1,1,35.0,160.0,10.0
สะพานควาย,5850000,2019.0,19.0,1,1,46.9,250.0,10.0
เอกมัย,11900000,2011.0,17.0,2,2,83.0,260.0,10.0
พร้อมพงษ์,7900000,2010.0,21.0,1,1,56.0,500.0,7.0
ทุ่งวัดดอน,4764600,2018.0,1.0,1,1,45.0,950.0,9.0
สุขุมวิท,9800000,2020.0,5.0,1,1,48.54,800.0,8.0
พระโขนงเหนือ,2999000,2013.0,19.0,1,1,36.0,870.0,10.0
ห้วยขวาง,2887000,2010.0,11.0,1,1,32.0,660.0,10.0
พระโขนงใต้,4742000,2017.0,6.0,1,1,40.0,530.0,8.0
ห้วยขวาง,4900000,2018.0,14.0,1,1,30.0,20.0,10.0
พร้อมพงษ์,23800000,2019.0,9.0,2,2,76.0,140.0,7.0
พระโขนงใต้,4794000,2014.0,3.0,2,2,54.0,520.0,10.0
ลุมพินี,23200000,2021.0,11.0,2,3,86.0,690.0,10.0
สุขุมวิท,3000000,2013.0,2.0,1,1,28.5,400.0,9.0
คลองเตย,4000000,2013.0,10.0,1,1,35.0,410.0,10.0
พระราม 9,4900000,2016.0,20.0,1,1,32.0,380.0,10.0
บางกะปิ,7299000,2022.0,19.0,2,2,72.0,1900.0,10.0
สวนหลวง,2990000,2015.0,23.0,1,1,33.0,370.0,7.0
ประดิพัทธ์,5690000,2019.0,21.0,1,1,39.0,480.0,9.0
ราชปรารภ,4472000,2012.0,16.0,1,1,37.0,80.0,5.0
พระราม 9,3290000,2014.0,9.0,1,1,39.0,390.0,6.0
บางกะปิ,14500000,2014.0,20.0,2,2,85.0,230.0,10.0
อโศก,3500000,2005.0,8.0,1,1,36.0,600.0,6.0
ดินแดง,3950000,2017.0,8.0,1,1,29.0,570.0,10.0
พร้อมพงษ์,15230000,2007.0,4.0,2,2,94.0,330.0,10.0
พร้อมพงษ์,5200000,2009.0,14.0,1,1,50.0,600.0,8.0
พร้อมพงษ์,7500000,2009.0,20.0,1,1,53.0,330.0,7.0
เพลินจิต,16000000,2017.0,3.0,1,1,57.0,120.0,10.0
พระโขนงเหนือ,6800000,2011.0,27.0,2,2,61.0,530.0,7.0
สุขุมวิท,70000000,2006.0,35.0,4,5,289.91,380.0,10.0
ชิดลม,7800000,2009.0,12.0,1,1,66.0,510.0,6.0
จอมพล,8990000,2012.0,39.0,2,2,77.8,750.0,6.0
สะพานเหลือง,6390000,2022.0,30.0,1,1,34.0,600.0,5.0
ช่องนนทรี,7200000,2020.0,3.0,2,1,58.0,570.0,5.0
จอมพล,5800000,2013.0,12.0,2,2,69.07,590.0,10.0
สุขุมวิท,7800000,1994.0,15.0,2,2,96.0,1340.0,2.0
สวนจตุจักร,4800000,2020.0,16.0,1,1,28.0,570.0,10.0
พระโขนงใต้,4200000,2014.0,15.0,1,1,39.0,520.0,6.0
สามเสนใน,4124000,2018.0,21.0,1,1,28.0,700.0,10.0
สีลม,15900000,2022.0,10.0,2,2,71.5,400.0,10.0
พร้อมพงษ์,5914000,2019.0,9.0,1,1,28.27,660.0,10.0
สวนหลวง,4800000,2019.0,14.0,2,2,49.0,260.0,9.0
พร้อมพงษ์,17500000,2013.0,35.0,2,2,63.5,200.0,9.0
พระราม 9,4750000,2020.0,18.0,1,1,33.0,360.0,9.0
สุขุมวิท,5700000,2017.0,4.0,1,1,34.0,510.0,7.0
พระราม 9,3960000,2020.0,12.0,1,1,32.5,360.0,10.0
บางจาก,4800000,2018.0,11.0,1,1,34.0,180.0,8.0
สุขุมวิท,6990000,2020.0,3.0,1,1,33.83,460.0,10.0
บางจาก,15000000,2017.0,4.0,3,4,125.0,620.0,7.0
พระราม 9,2990000,2012.0,10.0,1,1,39.0,430.0,6.0
พระโขนงใต้,2577000,2014.0,23.0,1,1,26.0,520.0,10.0
ถนนนราธิวาสราชนครินทร์,7290000,2019.0,27.0,2,1,44.0,870.0,9.0
ชิดลม,12350000,2009.0,8.0,1,1,57.71,510.0,6.0
คลองเตย,4490000,2013.0,20.0,1,1,35.0,410.0,6.0
สุขุมวิท,12800000,2019.0,3.0,2,2,65.0,1290.0,7.0
สุขุมวิท,6392000,2014.0,27.0,1,1,35.0,180.0,10.0
กล้วยน้ำไท,5300000,2011.0,12.0,2,2,58.0,780.0,9.0
ดินแดง,3900000,2019.0,10.0,1,1,39.89,530.0,10.0
พร้อมพงษ์,12500000,2009.0,30.0,1,1,73.0,750.0,10.0
ห้วยขวาง,3000000,2014.0,10.0,1,1,47.0,840.0,10.0
พร้อมพงษ์,7200000,2012.0,12.0,1,1,33.0,270.0,6.0
พระโขนงเหนือ,3550000,2013.0,20.0,1,1,36.0,870.0,10.0
บางลำภูล่าง,7500000,2014.0,7.0,2,2,85.0,950.0,5.0
พร้อมพงษ์,6500000,2020.0,4.0,1,1,57.0,1160.0,9.0
ประดิพัทธ์,6900000,2019.0,17.0,1,1,40.0,530.0,10.0
บางจากภาษีเจริญ,2900000,2019.0,4.0,1,1,26.38,250.0,8.0
จอมพล,4330000,2020.0,33.0,1,1,28.0,100.0,10.0
หัวหมาก,2450000,2014.0,11.0,1,1,29.6,820.0,7.0
ยานนาวา,6490000,2014.0,19.0,1,1,42.0,580.0,5.0
เอกมัย,8100000,2013.0,20.0,1,1,45.0,290.0,10.0
พระโขนงเหนือ,2870000,2015.0,1.0,1,1,26.0,820.0,10.0
ช่องนนทรี,7107000,2007.0,8.0,2,2,67.72,1750.0,9.0
เพลินจิต,11900000,2017.0,11.0,1,1,46.13,120.0,10.0
พระโขนงเหนือ,2850000,2015.0,31.0,1,1,25.56,820.0,8.0
ห้วยขวาง,6250000,2014.0,12.0,2,2,87.5,840.0,7.0
บางจาก,2890000,2019.0,3.0,1,1,29.5,660.0,6.0
พระราม 9,4000000,2015.0,19.0,1,1,23.0,250.0,5.0
พระราม 9,4800000,2015.0,29.0,1,1,29.0,250.0,5.0
สวนหลวง,3890000,2013.0,18.0,2,1,65.0,890.0,5.0
สีลม,5400000,2010.0,10.0,1,1,41.33,300.0,8.0
เอกมัย,7800000,2011.0,10.0,1,1,50.0,260.0,6.0
บางซ่อน,3000000,2015.0,6.0,1,1,42.0,280.0,9.0
พระราม 9,7200000,2017.0,12.0,1,1,40.4,450.0,8.0
ทองหล่อ,15000000,2012.0,26.0,2,2,72.0,370.0,7.0
คลองต้นไทร,3690000,2015.0,8.0,1,1,35.99,280.0,6.0
จันทรเกษม,2750000,2013.0,7.0,2,1,48.0,1160.0,10.0
สุขุมวิท,9200000,2013.0,8.0,2,1,53.0,80.0,7.0
ห้วยขวาง,5200000,2018.0,10.0,1,1,30.0,20.0,9.0
ทองหล่อ,4100000,2019.0,4.0,1,1,56.5,840.0,8.0
ยานนาวา,10000000,2012.0,31.0,2,2,109.0,380.0,8.0
คลองต้นไทร,5500000,2015.0,15.0,1,1,36.0,280.0,10.0
บางจาก,7423000,2019.0,10.0,2,2,50.0,320.0,10.0
พระราม 9,7900000,2020.0,38.0,2,2,58.59,360.0,10.0
อโศก,3500000,2005.0,21.0,1,1,32.55,600.0,6.0
บางกะปิ,3600000,2017.0,16.0,1,1,31.0,1820.0,7.0
พระโขนงใต้,4100000,2017.0,17.0,1,1,30.0,530.0,5.0
สุขุมวิท,11700000,2016.0,27.0,2,2,57.0,220.0,8.0
ทองหล่อ,15000000,2012.0,15.0,1,2,75.0,370.0,7.0
ทุ่งมหาเมฆ,8700000,2014.0,6.0,2,2,74.0,910.0,8.0
สีลม,5500000,2014.0,7.0,2,1,69.0,90.0,4.0
บางจาก,3400000,2013.0,7.0,2,1,48.0,260.0,10.0
พระโขนงเหนือ,3300000,2013.0,29.0,1,1,30.0,870.0,10.0
พร้อมพงษ์,11000000,2012.0,6.0,2,2,72.0,760.0,8.0
บางกะปิ,4640000,2014.0,24.0,1,1,33.4,230.0,7.0
ลาดยาว,2950000,2014.0,5.0,1,1,29.0,260.0,8.0
รามคำแหง,5500000,2019.0,22.0,2,1,50.0,950.0,8.0
ดินแดง,2690000,2015.0,4.0,1,1,30.14,430.0,7.0
ห้วยขวาง,5800000,2018.0,10.0,1,1,35.0,20.0,7.0
สีลม,8000000,2001.0,48.0,1,1,69.0,490.0,10.0
มักกะสัน,4298000,2017.0,22.0,1,1,32.0,630.0,10.0
ชิดลม,6701000,2009.0,12.0,1,1,42.0,510.0,10.0
จอมพล,3180000,2019.0,20.0,1,1,32.5,450.0,7.0
พร้อมพงษ์,8500000,2012.0,7.0,1,1,50.0,270.0,6.0
บางกะปิ,3550000,2015.0,14.0,1,1,37.97,1150.0,8.0
บางกะปิ,3100000,2015.0,14.0,1,1,39.0,1150.0,10.0
พระโขนงใต้,3502000,2017.0,3.0,1,1,33.24,530.0,10.0
คลองต้นไทร,4300000,2015.0,7.0,1,1,35.0,280.0,10.0
มักกะสัน,5700000,2012.0,23.0,1,1,48.0,570.0,8.0
พร้อมพงษ์,8000000,2012.0,3.0,1,1,50.0,540.0,7.0
บางกะปิ,4473000,2015.0,26.0,1,1,39.0,1150.0,10.0
อโศก,5750000,2010.0,4.0,1,1,57.71,390.0,10.0
พระโขนงเหนือ,4100000,2011.0,20.0,1,1,40.0,530.0,7.0
พระราม 9,13000000,2015.0,26.0,3,2,106.0,510.0,9.0
อโศก,6690000,2018.0,12.0,1,1,35.0,360.0,8.0
เพลินจิต,4000000,2020.0,8.0,1,1,24.0,540.0,6.0
ยานนาวา,6700000,2015.0,31.0,1,1,45.0,330.0,10.0
พระโขนงเหนือ,4100000,2011.0,20.0,1,1,40.0,530.0,7.0
พระโขนงใต้,5700000,2013.0,8.0,1,1,35.0,200.0,9.0
พระราม 9,14000000,2020.0,39.0,2,2,68.0,370.0,10.0
พร้อมพงษ์,11200000,2013.0,4.0,2,2,75.0,300.0,6.0
พระราม 9,4199990,2021.0,7.0,1,1,35.74,410.0,10.0
บางพลัด,3700000,2019.0,17.0,1,1,30.0,380.0,10.0
ทองหล่อ,6000000,2017.0,2.0,1,1,35.0,190.0,10.0
พระราม 9,12080000,2018.0,29.0,2,1,50.0,330.0,10.0
พร้อมพงษ์,13500000,2012.0,15.0,1,1,67.0,700.0,5.0
พร้อมพงษ์,13500000,2018.0,20.0,1,1,43.0,370.0,7.0
บางลำภูล่าง,8400000,2014.0,18.0,1,1,75.0,950.0,11.0
พร้อมพงษ์,7900000,2015.0,8.0,1,1,49.0,1420.0,10.0
เพลินจิต,6800000,2020.0,14.0,1,1,35.0,540.0,6.0
มักกะสัน,6500000,2012.0,6.0,1,1,45.0,160.0,5.0
พระโขนงใต้,4300000,2017.0,3.0,1,1,39.0,530.0,5.0
ทุ่งมหาเมฆ,7700000,2009.0,14.0,1,1,63.0,740.0,10.0
ทุ่งมหาเมฆ,5400000,2014.0,4.0,1,1,55.0,910.0,2.0
สุขุมวิท,11410000,2014.0,7.0,2,2,73.0,480.0,8.0
สุขุมวิท,7660000,2014.0,7.0,2,2,49.0,480.0,8.0
ยานนาวา,12500000,2014.0,20.0,2,2,71.0,580.0,5.0
ทองหล่อ,38900000,2017.0,6.0,2,2,111.0,1040.0,10.0
ยานนาวา,12500000,2014.0,20.0,2,2,71.0,580.0,5.0
พร้อมพงษ์,16500000,1996.0,4.0,3,3,223.0,160.0,4.0
บางจาก,4500000,2020.0,7.0,1,1,32.5,180.0,10.0
บางกะปิ,3700000,2015.0,6.0,1,1,37.0,1150.0,10.0
สำเหร่,11850000,2013.0,21.0,2,2,126.0,1520.0,10.0
สุรศักดิ์,5900000,2014.0,25.0,2,1,54.0,90.0,2.0
จอมพล,22500000,2019.0,19.0,1,1,27.5,650.0,7.0
พร้อมพงษ์,13900000,2012.0,4.0,2,3,122.0,700.0,4.0
ทุ่งมหาเมฆ,13300000,2016.0,12.0,2,2,103.0,910.0,10.0
พร้อมพงษ์,19500000,2018.0,19.0,1,1,54.39,370.0,10.0
พระโขนงใต้,5460000,2009.0,6.0,2,2,70.0,880.0,10.0
สุขุมวิท,8900000,2015.0,24.0,2,1,60.0,250.0,10.0
สุขุมวิท,12000000,2015.0,41.0,2,1,60.0,250.0,7.0
เอกมัย,7500000,2020.0,15.0,1,1,35.0,560.0,9.0
สีลม,55000000,2016.0,35.0,2,3,147.46,160.0,5.0
กรุงธนบุรี,5300000,2010.0,16.0,1,1,49.0,90.0,10.0
พร้อมพงษ์,6700000,2020.0,8.0,1,1,28.0,610.0,10.0
พระโขนงใต้,4350000,2017.0,25.0,1,1,30.0,530.0,5.0
พระราม 4,3400000,2012.0,17.0,1,1,36.0,820.0,10.0
สุรศักดิ์,34000000,2016.0,35.0,2,2,127.0,120.0,7.0
สุขุมวิท,65000000,2007.0,4.0,4,5,450.0,680.0,6.0
พร้อมพงษ์,19700000,2017.0,20.0,1,1,61.0,490.0,8.0
สุขุมวิท,6500000,2014.0,14.0,1,1,35.0,180.0,10.0
พระราม 9,3500000,2015.0,24.0,1,1,21.0,250.0,5.0
พระโขนงใต้,3990000,2017.0,16.0,1,1,30.0,530.0,5.0
พระราม 9,4100000,2014.0,6.0,1,1,39.0,390.0,6.0
พระโขนงใต้,3950000,2017.0,16.0,1,1,30.0,530.0,5.0
สุรวงศ์,17000000,2012.0,23.0,2,2,88.0,470.0,6.0
ทองหล่อ,4500000,2012.0,2.0,1,1,43.0,320.0,4.0
พญาไท,13000000,2010.0,33.0,1,2,70.0,300.0,10.0
เอกมัย,6360000,2013.0,21.0,1,1,35.0,290.0,10.0
หลังสวน,29000000,2010.0,15.0,2,3,96.0,350.0,9.0
คลองสาน,9588000,2021.0,18.0,2,2,76.5,1130.0,10.0
จันทรเกษม,4990000,2013.0,15.0,1,1,52.0,770.0,9.0
สวนหลวง,2600000,2019.0,21.0,1,1,26.0,260.0,9.0
พร้อมพงษ์,14000000,2009.0,16.0,3,3,107.0,330.0,10.0
สุขุมวิท,4290000,2017.0,11.0,1,1,29.0,1160.0,10.0
กรุงธนบุรี,5500000,2009.0,10.0,1,1,46.0,150.0,7.0
ทองหล่อ,11500000,2017.0,8.0,1,2,55.0,350.0,10.0
มักกะสัน,5000000,2012.0,36.0,2,1,47.59,570.0,8.0
พระราม 9,8000000,2017.0,16.0,2,1,42.0,430.0,10.0
สุขุมวิท,3000000,2021.0,11.0,1,1,25.0,1550.0,7.0
พร้อมพงษ์,16000000,2009.0,16.0,3,3,166.0,490.0,6.0
สุรศักดิ์,12968000,2020.0,24.0,1,1,48.0,440.0,10.0
พร้อมพงษ์,28000000,2018.0,20.0,2,3,107.0,370.0,7.0
ทองหล่อ,5200000,2017.0,24.0,1,1,34.0,350.0,10.0
สุขุมวิท,31500000,2013.0,4.0,4,4,272.0,460.0,2.0
สุขุมวิท,6200000,2020.0,4.0,1,1,34.55,320.0,6.0
ทองหล่อ,11400000,2018.0,5.0,2,2,67.0,800.0,10.0
เพชรรามา,8990000,2018.0,23.0,1,1,34.0,210.0,10.0
สะพานตากสิน,11500000,2012.0,16.0,1,1,69.0,510.0,6.0
ทองหล่อ,28000000,2014.0,28.0,2,2,100.0,680.0,5.0
ห้วยขวาง,5990000,2020.0,6.0,2,3,77.4,1310.0,10.0
พระโขนงใต้,8500000,1998.0,8.0,1,2,105.0,860.0,6.0
พร้อมพงษ์,10350000,2014.0,3.0,2,2,55.0,650.0,10.0
ลาดยาว,3296000,2019.0,8.0,1,1,26.5,1730.0,10.0
มักกะสัน,17000000,2015.0,27.0,2,2,84.0,560.0,10.0
ทุ่งมหาเมฆ,14850000,2009.0,9.0,2,2,84.0,740.0,10.0
บางจาก,5100000,2020.0,19.0,1,1,42.2,180.0,10.0
พร้อมพงษ์,8900000,2012.0,12.0,1,1,52.0,400.0,10.0
สุขุมวิท,7700000,2019.0,8.0,1,1,46.0,560.0,2.0
บางกะปิ,8000000,2012.0,26.0,2,2,67.0,1610.0,6.0
สุขุมวิท,5130000,2020.0,5.0,1,1,33.1,290.0,6.0
หลังสวน,18000000,2014.0,12.0,1,1,90.0,350.0,6.0
อารีย์,20000000,2015.0,15.0,2,2,73.0,120.0,6.0
มักกะสัน,14000000,2013.0,12.0,2,2,89.0,540.0,5.0
พร้อมพงษ์,17200000,2015.0,14.0,1,1,50.0,240.0,4.0
เอกมัย,14550000,2018.0,25.0,2,2,70.0,330.0,10.0
อโศก,9500000,2017.0,33.0,1,1,34.0,70.0,8.0
พระราม 9,3000000,2020.0,41.0,1,1,25.92,360.0,9.0
สีลม,17800000,2018.0,11.0,1,1,49.0,460.0,8.0
สีลม,17800000,2018.0,17.0,1,1,55.0,460.0,8.0
จอมพล,28000000,2014.0,21.0,3,3,411.0,500.0,7.0
ทองหล่อ,31000000,2019.0,23.0,2,2,125.0,1600.0,10.0
ทองหล่อ,6300000,2017.0,6.0,1,1,34.0,350.0,10.0
พระโขนงเหนือ,36990000,2018.0,1.0,3,2,282.0,1010.0,8.0
บางจาก,3360000,2013.0,4.0,1,1,40.0,330.0,5.0
ทองหล่อ,9750000,2010.0,5.0,1,1,74.79,1650.0,5.0
สุรวงศ์,12000000,2012.0,22.0,1,1,52.0,470.0,6.0
พร้อมพงษ์,3600000,2017.0,6.0,1,1,25.0,400.0,7.0
ทองหล่อ,32000000,2009.0,21.0,3,3,221.0,1500.0,6.0
พระโขนงเหนือ,38850000,2018.0,4.0,3,5,287.21,1010.0,8.0
ทองหล่อ,19900000,2009.0,11.0,2,2,138.0,1500.0,6.0
ทองหล่อ,11400000,2012.0,16.0,2,1,57.96,370.0,7.0
สะพานตากสิน,19500000,2012.0,41.0,2,2,112.0,510.0,15.0
สุขุมวิท,3200000,2006.0,11.0,1,1,45.0,890.0,10.0
พร้อมพงษ์,10700000,2014.0,5.0,3,3,120.0,870.0,2.0
มักกะสัน,5950000,2012.0,18.0,1,1,36.0,160.0,5.0
ทองหล่อ,7200000,2009.0,17.0,1,1,51.0,260.0,8.0
เพลินจิต,6390000,2020.0,20.0,1,1,35.0,540.0,6.0
ทองหล่อ,13990000,2020.0,14.0,1,1,41.52,1050.0,10.0
พร้อมพงษ์,16000000,2009.0,12.0,4,3,253.0,490.0,6.0
พระราม 9,6850000,2020.0,34.0,2,2,58.44,360.0,9.0
บางหว้า,4500000,2010.0,11.0,2,1,56.0,200.0,6.0
พร้อมพงษ์,38890000,2009.0,19.0,3,4,192.0,780.0,4.0
ช่องนนทรี,5250000,2019.0,4.0,1,1,32.0,550.0,6.0
สุขุมวิท,4950000,2020.0,8.0,1,1,33.0,750.0,5.0
อโศก,16900000,2013.0,15.0,2,2,140.0,570.0,5.0
พร้อมพงษ์,14200000,2017.0,3.0,2,2,97.0,530.0,10.0
คลองต้นไทร,69000000,2018.0,26.0,2,3,128.0,1090.0,15.0
พร้อมพงษ์,4734000,2017.0,8.0,1,1,29.0,400.0,7.0
พร้อมพงษ์,8566000,2017.0,8.0,2,2,52.0,400.0,7.0
นานา,35200000,1993.0,12.0,2,2,275.0,740.0,10.0
ทุ่งมหาเมฆ,9900000,2014.0,4.0,2,2,73.0,910.0,2.0
สุรศักดิ์,15000000,2020.0,15.0,2,2,54.0,440.0,10.0
ทุ่งมหาเมฆ,119000000,2009.0,33.0,4,5,548.0,540.0,10.0
ราชดําริ,100000000,2014.0,28.0,3,3,199.0,420.0,7.0
